Day,Time,Currency,Impact,Event,Actual,Forecast,Previous,SourceURL
20230614,8:30am,USD,3,PPI m/m,-0.3%,-0.1%,0.2%,https://www.forexfactory.com/calendar?month=jun.2023
20230712,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=jul.2023
20230712,8:30am,USD,3,CPI m/m,0.2%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=jul.2023
20230712,8:30am,USD,3,CPI y/y,3.0%,3.1%,4.0%,https://www.forexfactory.com/calendar?month=jul.2023
20230713,8:30am,USD,3,Core PPI m/m,0.1%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=jul.2023
20230713,8:30am,USD,3,PPI m/m,0.1%,0.2%,-0.4%,https://www.forexfactory.com/calendar?month=jul.2023
20230810,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=aug.2023
20230810,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=aug.2023
20230810,8:30am,USD,3,CPI y/y,3.2%,3.3%,3.0%,https://www.forexfactory.com/calendar?month=aug.2023
20230811,8:30am,USD,3,Core PPI m/m,0.3%,0.2%,-0.1%,https://www.forexfactory.com/calendar?month=aug.2023
20230811,8:30am,USD,3,PPI m/m,0.3%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=aug.2023
20230913,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=sep.2023
20230913,8:30am,USD,3,CPI m/m,0.6%,0.6%,0.2%,https://www.forexfactory.com/calendar?month=sep.2023
20230913,8:30am,USD,3,CPI y/y,3.7%,3.6%,3.2%,https://www.forexfactory.com/calendar?month=sep.2023
20230914,8:30am,USD,3,Core PPI m/m,0.2%,0.2%,0.4%,https://www.forexfactory.com/calendar?month=sep.2023
20230914,8:30am,USD,3,PPI m/m,0.7%,0.4%,0.4%,https://www.forexfactory.com/calendar?month=sep.2023
20231011,8:30am,USD,3,Core PPI m/m,0.3%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=oct.2023
20231011,8:30am,USD,3,PPI m/m,0.5%,0.3%,0.7%,https://www.forexfactory.com/calendar?month=oct.2023
20231012,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=oct.2023
20231012,8:30am,USD,3,CPI m/m,0.4%,0.3%,0.6%,https://www.forexfactory.com/calendar?month=oct.2023
20231012,8:30am,USD,3,CPI y/y,3.7%,3.6%,3.7%,https://www.forexfactory.com/calendar?month=oct.2023
20231114,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=nov.2023
20231114,8:30am,USD,3,CPI m/m,0.0%,0.1%,0.4%,https://www.forexfactory.com/calendar?month=nov.2023
20231114,8:30am,USD,3,CPI y/y,3.2%,3.3%,3.7%,https://www.forexfactory.com/calendar?month=nov.2023
20231115,8:30am,USD,3,Core PPI m/m,0.0%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=nov.2023
20231115,8:30am,USD,3,PPI m/m,-0.5%,0.1%,0.4%,https://www.forexfactory.com/calendar?month=nov.2023
20231212,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=dec.2023
20231212,8:30am,USD,3,CPI m/m,0.1%,0.0%,0.0%,https://www.forexfactory.com/calendar?month=dec.2023
20231212,8:30am,USD,3,CPI y/y,3.1%,3.1%,3.2%,https://www.forexfactory.com/calendar?month=dec.2023
20231213,8:30am,USD,3,Core PPI m/m,0.0%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=dec.2023
20231213,8:30am,USD,3,PPI m/m,0.0%,0.0%,-0.4%,https://www.forexfactory.com/calendar?month=dec.2023
20240111,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=jan.2024
20240111,8:30am,USD,3,CPI m/m,0.3%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=jan.2024
20240111,8:30am,USD,3,CPI y/y,3.4%,3.2%,3.1%,https://www.forexfactory.com/calendar?month=jan.2024
20240112,8:30am,USD,3,Core PPI m/m,0.0%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=jan.2024
20240112,8:30am,USD,3,PPI m/m,-0.1%,0.1%,-0.1%,https://www.forexfactory.com/calendar?month=jan.2024
20240213,8:30am,USD,3,Core CPI m/m,0.4%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=feb.2024
20240213,8:30am,USD,3,CPI m/m,0.3%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=feb.2024
20240213,8:30am,USD,3,CPI y/y,3.1%,2.9%,3.4%,https://www.forexfactory.com/calendar?month=feb.2024
20240216,8:30am,USD,3,Core PPI m/m,0.5%,0.1%,-0.1%,https://www.forexfactory.com/calendar?month=feb.2024
20240216,8:30am,USD,3,PPI m/m,0.3%,0.1%,-0.1%,https://www.forexfactory.com/calendar?month=feb.2024
20240312,8:30am,USD,3,Core CPI m/m,0.4%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=mar.2024
20240312,8:30am,USD,3,CPI m/m,0.4%,0.4%,0.3%,https://www.forexfactory.com/calendar?month=mar.2024
20240312,8:30am,USD,3,CPI y/y,3.2%,3.1%,3.1%,https://www.forexfactory.com/calendar?month=mar.2024
20240314,8:30am,USD,3,Core PPI m/m,0.3%,0.2%,0.5%,https://www.forexfactory.com/calendar?month=mar.2024
20240314,8:30am,USD,3,PPI m/m,0.6%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=mar.2024
20240410,8:30am,USD,3,Core CPI m/m,0.4%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=apr.2024
20240410,8:30am,USD,3,CPI m/m,0.4%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=apr.2024
20240410,8:30am,USD,3,CPI y/y,3.5%,3.4%,3.2%,https://www.forexfactory.com/calendar?month=apr.2024
20240411,8:30am,USD,3,Core PPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=apr.2024
20240411,8:30am,USD,3,PPI m/m,0.2%,0.3%,0.6%,https://www.forexfactory.com/calendar?month=apr.2024
20240514,8:30am,USD,3,Core PPI m/m,0.5%,0.2%,-0.1%,https://www.forexfactory.com/calendar?month=may.2024
20240514,8:30am,USD,3,PPI m/m,0.5%,0.3%,-0.1%,https://www.forexfactory.com/calendar?month=may.2024
20240515,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=may.2024
20240515,8:30am,USD,3,CPI m/m,0.3%,0.4%,0.4%,https://www.forexfactory.com/calendar?month=may.2024
20240515,8:30am,USD,3,CPI y/y,3.4%,3.4%,3.5%,https://www.forexfactory.com/calendar?month=may.2024
20240612,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=jun.2024
20240612,8:30am,USD,3,CPI m/m,0.0%,0.1%,0.3%,https://www.forexfactory.com/calendar?month=jun.2024
20240612,8:30am,USD,3,CPI y/y,3.3%,3.4%,3.4%,https://www.forexfactory.com/calendar?month=jun.2024
20240613,8:30am,USD,3,Core PPI m/m,0.0%,0.3%,0.5%,https://www.forexfactory.com/calendar?month=jun.2024
20240613,8:30am,USD,3,PPI m/m,-0.2%,0.1%,0.5%,https://www.forexfactory.com/calendar?month=jun.2024
20240711,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jul.2024
20240711,8:30am,USD,3,CPI m/m,-0.1%,0.1%,0.0%,https://www.forexfactory.com/calendar?month=jul.2024
20240711,8:30am,USD,3,CPI y/y,3.0%,3.1%,3.3%,https://www.forexfactory.com/calendar?month=jul.2024
20240712,8:30am,USD,3,Core PPI m/m,0.4%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=jul.2024
20240712,8:30am,USD,3,PPI m/m,0.2%,0.1%,0.0%,https://www.forexfactory.com/calendar?month=jul.2024
20240813,8:30am,USD,3,Core PPI m/m,0.0%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=aug.2024
20240813,8:30am,USD,3,PPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=aug.2024
20240814,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=aug.2024
20240814,8:30am,USD,3,CPI m/m,0.2%,0.2%,-0.1%,https://www.forexfactory.com/calendar?month=aug.2024
20240814,8:30am,USD,3,CPI y/y,2.9%,3.0%,3.0%,https://www.forexfactory.com/calendar?month=aug.2024
20240911,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=sep.2024
20240911,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=sep.2024
20240911,8:30am,USD,3,CPI y/y,2.5%,2.5%,2.9%,https://www.forexfactory.com/calendar?month=sep.2024
20240912,8:30am,USD,3,Core PPI m/m,0.3%,0.2%,-0.2%,https://www.forexfactory.com/calendar?month=sep.2024
20240912,8:30am,USD,3,PPI m/m,0.2%,0.1%,0.0%,https://www.forexfactory.com/calendar?month=sep.2024
20241010,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=oct.2024
20241010,8:30am,USD,3,CPI m/m,0.2%,0.1%,0.2%,https://www.forexfactory.com/calendar?month=oct.2024
20241010,8:30am,USD,3,CPI y/y,2.4%,2.3%,2.5%,https://www.forexfactory.com/calendar?month=oct.2024
20241011,8:30am,USD,3,Core PPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=oct.2024
20241011,8:30am,USD,3,PPI m/m,0.0%,0.1%,0.2%,https://www.forexfactory.com/calendar?month=oct.2024
20241113,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=nov.2024
20241113,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=nov.2024
20241113,8:30am,USD,3,CPI y/y,2.6%,2.6%,2.4%,https://www.forexfactory.com/calendar?month=nov.2024
20241114,8:30am,USD,3,Core PPI m/m,0.3%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=nov.2024
20241114,8:30am,USD,3,PPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=nov.2024
20241211,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=dec.2024
20241211,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=dec.2024
20241211,8:30am,USD,3,CPI y/y,2.7%,2.7%,2.6%,https://www.forexfactory.com/calendar?month=dec.2024
20241212,8:30am,USD,3,Core PPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=dec.2024
20241212,8:30am,USD,3,PPI m/m,0.4%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=dec.2024
20250114,8:30am,USD,3,Core PPI m/m,0.0%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jan.2025
20250114,8:30am,USD,3,PPI m/m,0.2%,0.4%,0.4%,https://www.forexfactory.com/calendar?month=jan.2025
20250115,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=jan.2025
20250115,8:30am,USD,3,CPI m/m,0.4%,0.4%,0.3%,https://www.forexfactory.com/calendar?month=jan.2025
20250115,8:30am,USD,3,CPI y/y,2.9%,2.9%,2.7%,https://www.forexfactory.com/calendar?month=jan.2025
20250212,8:30am,USD,3,Core CPI m/m,0.4%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=feb.2025
20250212,8:30am,USD,3,CPI m/m,0.5%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=feb.2025
20250212,8:30am,USD,3,CPI y/y,3.0%,2.9%,2.9%,https://www.forexfactory.com/calendar?month=feb.2025
20250213,8:30am,USD,3,Core PPI m/m,0.3%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=feb.2025
20250213,8:30am,USD,3,PPI m/m,0.4%,0.3%,0.5%,https://www.forexfactory.com/calendar?month=feb.2025
20250312,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=mar.2025
20250312,8:30am,USD,3,CPI m/m,0.2%,0.3%,0.5%,https://www.forexfactory.com/calendar?month=mar.2025
20250312,8:30am,USD,3,CPI y/y,2.8%,2.9%,3.0%,https://www.forexfactory.com/calendar?month=mar.2025
20250313,8:30am,USD,3,Core PPI m/m,-0.1%,0.3%,0.5%,https://www.forexfactory.com/calendar?month=mar.2025
20250313,8:30am,USD,3,PPI m/m,0.0%,0.3%,0.6%,https://www.forexfactory.com/calendar?month=mar.2025
20250410,8:30am,USD,3,Core CPI m/m,0.1%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=apr.2025
20250410,8:30am,USD,3,CPI m/m,-0.1%,0.1%,0.2%,https://www.forexfactory.com/calendar?month=apr.2025
20250410,8:30am,USD,3,CPI y/y,2.4%,2.5%,2.8%,https://www.forexfactory.com/calendar?month=apr.2025
20250411,8:30am,USD,3,Core PPI m/m,-0.1%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=apr.2025
20250411,8:30am,USD,3,PPI m/m,-0.4%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=apr.2025
20250513,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=may.2025
20250513,8:30am,USD,3,CPI m/m,0.2%,0.3%,-0.1%,https://www.forexfactory.com/calendar?month=may.2025
20250513,8:30am,USD,3,CPI y/y,2.3%,2.4%,2.4%,https://www.forexfactory.com/calendar?month=may.2025
20250515,8:30am,USD,3,Core PPI m/m,-0.4%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=may.2025
20250515,8:30am,USD,3,PPI m/m,-0.5%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=may.2025
20250611,8:30am,USD,3,Core CPI m/m,0.1%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=jun.2025
20250611,8:30am,USD,3,CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jun.2025
20250611,8:30am,USD,3,CPI y/y,2.4%,2.5%,2.3%,https://www.forexfactory.com/calendar?month=jun.2025
20250612,8:30am,USD,3,Core PPI m/m,0.1%,0.3%,-0.2%,https://www.forexfactory.com/calendar?month=jun.2025
20250612,8:30am,USD,3,PPI m/m,0.1%,0.2%,-0.2%,https://www.forexfactory.com/calendar?month=jun.2025
20250715,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=jul.2025
20250715,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=jul.2025
20250715,8:30am,USD,3,CPI y/y,2.7%,2.6%,2.4%,https://www.forexfactory.com/calendar?month=jul.2025
20250716,8:30am,USD,3,Core PPI m/m,0.0%,0.2%,0.4%,https://www.forexfactory.com/calendar?month=jul.2025
20250716,8:30am,USD,3,PPI m/m,0.0%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=jul.2025
20250812,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=aug.2025
20250812,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=aug.2025
20250812,8:30am,USD,3,CPI y/y,2.7%,2.8%,2.7%,https://www.forexfactory.com/calendar?month=aug.2025
20250814,8:30am,USD,3,Core PPI m/m,0.9%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=aug.2025
20250814,8:30am,USD,3,PPI m/m,0.9%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=aug.2025
20250910,8:30am,USD,3,Core PPI m/m,-0.1%,0.3%,0.7%,https://www.forexfactory.com/calendar?month=sep.2025
20250910,8:30am,USD,3,PPI m/m,-0.1%,0.3%,0.7%,https://www.forexfactory.com/calendar?month=sep.2025
20250911,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=sep.2025
20250911,8:30am,USD,3,CPI m/m,0.4%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=sep.2025
20250911,8:30am,USD,3,CPI y/y,2.9%,2.9%,2.7%,https://www.forexfactory.com/calendar?month=sep.2025
20251024,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=oct.2025
20251024,8:30am,USD,3,CPI m/m,0.3%,0.4%,0.4%,https://www.forexfactory.com/calendar?month=oct.2025
20251024,8:30am,USD,3,CPI y/y,3.0%,3.1%,2.9%,https://www.forexfactory.com/calendar?month=oct.2025
20251125,8:30am,USD,3,Core PPI m/m,0.1%,0.2%,-0.1%,https://www.forexfactory.com/calendar?month=nov.2025
20251125,8:30am,USD,3,PPI m/m,0.3%,0.3%,-0.1%,https://www.forexfactory.com/calendar?month=nov.2025
20251218,8:30am,USD,3,CPI y/y,2.7%,3.1%,3.0%,https://www.forexfactory.com/calendar?month=dec.2025
20260113,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=jan.2026
20260113,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=jan.2026
20260113,8:30am,USD,3,CPI y/y,2.7%,2.7%,2.7%,https://www.forexfactory.com/calendar?month=jan.2026
20260114,8:30am,USD,3,Core PPI m/m,0.0%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=jan.2026
20260114,8:30am,USD,3,PPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=jan.2026
20260130,8:30am,USD,3,Core PPI m/m,0.7%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=jan.2026
20260130,8:30am,USD,3,PPI m/m,0.5%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jan.2026
20260213,8:30am,USD,3,Core CPI m/m,0.3%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=feb.2026
20260213,8:30am,USD,3,CPI m/m,0.2%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=feb.2026
20260213,8:30am,USD,3,CPI y/y,2.4%,2.5%,2.7%,https://www.forexfactory.com/calendar?month=feb.2026
20260227,8:30am,USD,3,Core PPI m/m,0.8%,0.3%,0.6%,https://www.forexfactory.com/calendar?month=feb.2026
20260227,8:30am,USD,3,PPI m/m,0.5%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=feb.2026
20260311,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=mar.2026
20260311,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=mar.2026
20260311,8:30am,USD,3,CPI y/y,2.4%,2.4%,2.4%,https://www.forexfactory.com/calendar?month=mar.2026
20260318,8:30am,USD,3,Core PPI m/m,0.5%,0.3%,0.8%,https://www.forexfactory.com/calendar?month=mar.2026
20260318,8:30am,USD,3,PPI m/m,0.7%,0.3%,0.5%,https://www.forexfactory.com/calendar?month=mar.2026
20260410,8:30am,USD,3,Core CPI m/m,0.2%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=apr.2026
20260410,8:30am,USD,3,CPI m/m,0.9%,1.0%,0.3%,https://www.forexfactory.com/calendar?month=apr.2026
20260410,8:30am,USD,3,CPI y/y,3.3%,3.4%,2.4%,https://www.forexfactory.com/calendar?month=apr.2026
20260414,8:30am,USD,3,Core PPI m/m,0.1%,0.4%,0.3%,https://www.forexfactory.com/calendar?month=apr.2026
20260414,8:30am,USD,3,PPI m/m,0.5%,1.1%,0.5%,https://www.forexfactory.com/calendar?month=apr.2026
20260512,8:30am,USD,3,Core CPI m/m,0.4%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=may.2026
20260512,8:30am,USD,3,CPI m/m,0.6%,0.6%,0.9%,https://www.forexfactory.com/calendar?month=may.2026
20260512,8:30am,USD,3,CPI y/y,3.8%,3.7%,3.3%,https://www.forexfactory.com/calendar?month=may.2026
20260513,8:30am,USD,3,Core PPI m/m,1.0%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=may.2026
20260513,8:30am,USD,3,PPI m/m,1.4%,0.5%,0.7%,https://www.forexfactory.com/calendar?month=may.2026
